Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,TOTAL HENKEL Direct,249175,251697,"1,01%",249175,251697,"1,01%",19152,20634,"7,74%",21526,20855,"-3,12%",25125,27653,"10,07%",18341,12057,"-34,26%",13351,25061,"87,70%",27625,22230,"-19,53%",19911,18213,"-8,52%",20972,24704,"17,79%",16396,17573,"7,18%",20011,19485,"-2,63%",28113,24576,"-12,58%",18651,18656,"0,02%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    PEINTURE,174904,183836,"5,11%",174904,183836,"5,11%",12445,16180,"30,01%",15630,15906,"1,76%",15190,15256,"0,44%",13951,10114,"-27,51%",10493,17803,"69,67%",18303,15700,"-14,22%",13293,13684,"2,94%",15324,17900,"16,81%",13075,13605,"4,05%",13472,15894,"17,98%",20064,17457,"-12,99%",13664,14337,"4,93%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    MENUISERIE,12215,12366,"1,24%",12215,12366,"1,24%",1495,143,"-90,42%",1615,879,"-45,57%",2684,4373,"62,91%",114,127,"11,81%",398,951,"138,77%",903,1544,"71,02%",375,168,"-55,10%",549,781,"42,32%",793,652,"-17,75%",717,905,"26,25%",2104,896,"-57,41%",469,946,"101,90%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    PLOMBERIE,26812,26498,"-1,17%",26812,26498,"-1,17%",3212,3038,"-5,42%",2126,456,"-78,55%",4582,3271,"-28,60%",746,1114,"49,29%",1252,2676,"113,76%",2588,2896,"11,92%",1945,1202,"-38,17%",2445,2847,"16,41%",1257,1925,"53,11%",2031,1331,"-34,45%",2647,4406,"66,46%",1983,1336,"-32,60%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    SOL,22932,20738,"-9,57%",22932,20738,"-9,57%",909,1977,"117,33%",1950,1373,"-29,60%",2163,2731,"26,22%",2119,975,"-53,98%",899,3481,"286,99%",3345,1519,"-54,60%",1303,1038,"-20,30%",2907,2711,"-6,72%",1062,932,"-12,24%",1347,1059,"-21,38%",2961,1492,"-49,61%",1966,1451,"-26,21%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    DECO,208,1112,,208,1112,"433,42%",,,,,,,,251,,,,,,,,,359,,7,,,,251,,201,251,"24,68%",,,,,,,,,
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    QUINCAILLERIE,1683,1806,,1683,1806,"7,32%",63,67,"5,48%",63,144,"127,60%",127,72,"-43,10%",127,279,"119,66%",,,,127,214,"68,24%",190,138,"-27,65%",261,214,"-18,09%",130,72,"-44,62%",198,138,"-30,38%",195,141,"-27,69%",201,328,"63,20%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    BATI,10420,5249,,10420,5249,"-49,63%",1027,-771,,141,2097,"1383,11%",379,1653,"336,64%",1284,-551,,309,151,"-51,28%",2360,,,2798,1937,"-30,78%",-513,,,-123,136,,2246,158,"-92,96%",142,182,"28,73%",370,258,"-30,38%"
20ny4,LEROY MERLIN - 153,34130,ST AUNES,441,,-    AUTRES,,92,,,92,,,,,,,,,46,,,,,,,,,,,,46,,,,,,,,,,,,,,,,
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,TOTAL HENKEL,,133410,149788,"12,28%",133410,149788,"12,28%",11038,16429,"48,84%",7930,10840,"36,70%",13180,11847,"-10,11%",10227,10483,"2,51%",13237,11949,"-9,73%",12444,14220,"14,28%",7423,9718,"30,91%",12194,14355,"17,72%",8539,11799,"38,19%",12634,12840,"1,63%",15730,15471,"-1,65%",8834,9835,"11,34%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,TOTAL HENKEL Direct,133410,149788,"12,28%",133410,149788,"12,28%",11038,16429,"48,84%",7930,10840,"36,70%",13180,11847,"-10,11%",10227,10483,"2,51%",13237,11949,"-9,73%",12444,14220,"14,28%",7423,9718,"30,91%",12194,14355,"17,72%",8539,11799,"38,19%",12634,12840,"1,63%",15730,15471,"-1,65%",8834,9835,"11,34%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    PEINTURE,75477,87761,"16,27%",75477,87761,"16,27%",6041,9007,"49,09%",4028,5911,"46,76%",8774,8690,"-0,96%",5127,3996,"-22,05%",9987,7779,"-22,11%",6633,7368,"11,08%",3992,6138,"53,75%",5547,10554,"90,27%",4714,7522,"59,55%",6918,6801,"-1,69%",7756,8883,"14,52%",5960,5112,"-14,22%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    MENUISERIE,15739,16585,"5,37%",15739,16585,"5,37%",778,1434,"84,22%",980,1207,"23,15%",827,760,"-8,11%",853,860,"0,75%",1238,1326,"7,08%",1343,2313,"72,25%",963,788,"-18,21%",1671,788,"-52,87%",996,1770,"77,74%",2536,2030,"-19,95%",2536,1474,"-41,87%",1017,1836,"80,51%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    PLOMBERIE,20377,20099,"-1,37%",20377,20099,"-1,37%",1204,2790,"131,68%",929,1295,"39,36%",2493,719,"-71,15%",3074,3459,"12,50%",1002,634,"-36,72%",1823,2808,"54,05%",876,807,"-7,89%",2084,1518,"-27,17%",1497,419,"-71,98%",1861,2381,"27,94%",2592,2512,"-3,11%",941,757,"-19,54%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    SOL,14520,15591,"7,38%",14520,15591,"7,38%",2378,973,"-59,10%",1463,1647,"12,60%",727,1498,"106,14%",607,1723,"184,10%",494,1164,"135,62%",2366,717,"-69,70%",868,1375,"58,51%",1383,850,"-38,56%",1036,1098,"6,02%",533,1309,"145,81%",2006,1872,"-6,67%",661,1364,"106,49%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    DECO,5109,5145,"0,71%",5109,5145,"0,71%",637,251,"-60,62%",403,711,"76,44%",359,180,"-49,92%",452,169,"-62,54%",293,616,"110,32%",157,457,"191,03%",431,334,"-22,43%",395,505,"27,84%",296,381,"28,54%",658,319,"-51,52%",839,592,"-29,43%",188,629,"234,36%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    QUINCAILLERIE,1745,1860,,1745,1860,"6,59%",,138,,127,69,"-45,56%",,,,63,276,"334,40%",223,338,"51,72%",122,,,293,276,"-6,01%",721,141,"-80,40%",,349,,129,,,,138,,67,136,"103,41%"
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    BATI,394,2656,,394,2656,"574,85%",,1838,,,,,,,,,,,,,,,557,,,,,394,,,,261,,,,,,,,,,
20ueh,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,,-    AUTRES,50,92,,50,92,"85,54%",,,,,,,,,,50,,,,92,,,,,,,,,,,,,,,,,,,,,,
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,TOTAL HENKEL,,655864,646360,"-1,45%",655864,646360,"-1,45%",50920,76608,"50,45%",51950,51670,"-0,54%",44371,37758,"-14,91%",45749,40092,"-12,37%",51423,44791,"-12,90%",68516,50256,"-26,65%",33364,51908,"55,58%",65626,51977,"-20,80%",52116,65621,"25,91%",72153,70867,"-1,78%",74472,52443,"-29,58%",45203,52372,"15,86%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,TOTAL HENKEL Direct,655864,646360,"-1,45%",655864,646360,"-1,45%",50920,76608,"50,45%",51950,51670,"-0,54%",44371,37758,"-14,91%",45749,40092,"-12,37%",51423,44791,"-12,90%",68516,50256,"-26,65%",33364,51908,"55,58%",65626,51977,"-20,80%",52116,65621,"25,91%",72153,70867,"-1,78%",74472,52443,"-29,58%",45203,52372,"15,86%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    PEINTURE,466280,454511,"-2,52%",466280,454511,"-2,52%",40076,52413,"30,78%",35192,36495,"3,70%",27839,24579,"-11,71%",29996,23868,"-20,43%",32600,31742,"-2,63%",50094,34264,"-31,60%",20006,38138,"90,63%",48381,36856,"-23,82%",39103,51098,"30,67%",54618,45077,"-17,47%",55880,45132,"-19,23%",32495,34849,"7,24%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    MENUISERIE,40728,45633,"12,04%",40728,45633,"12,04%",3190,7675,"140,61%",3275,2941,"-10,20%",4991,3922,"-21,41%",3822,4300,"12,50%",4548,1525,"-66,46%",5185,2655,"-48,79%",3196,2003,"-37,34%",4078,4430,"8,63%",1537,4118,"167,90%",1668,9274,"455,93%",2927,285,"-90,27%",2311,2505,"8,40%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    PLOMBERIE,72859,69002,"-5,29%",72859,69002,"-5,29%",2761,8938,"223,72%",6314,5778,"-8,48%",4792,4435,"-7,44%",5854,5784,"-1,20%",6807,5478,"-19,53%",4044,6453,"59,56%",5800,6032,"3,99%",7352,4016,"-45,37%",6415,6585,"2,65%",9536,5374,"-43,64%",7121,3859,"-45,81%",6062,6271,"3,44%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    SOL,52793,49087,"-7,02%",52793,49087,"-7,02%",3997,3402,"-14,89%",6048,4424,"-26,85%",5712,2142,"-62,50%",4956,4528,"-8,64%",4931,4274,"-13,33%",5760,3939,"-31,61%",1642,4145,"152,36%",2803,4242,"51,36%",3111,1797,"-42,22%",3954,8744,"121,11%",6547,2004,"-69,39%",3330,5444,"63,49%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    DECO,17306,20799,"20,19%",17306,20799,"20,19%",700,2844,"306,61%",994,1523,"53,16%",856,1343,"56,98%",1121,1539,"37,26%",1956,1771,"-9,47%",2271,2656,"16,94%",2423,1373,"-43,32%",1465,2216,"51,27%",466,1408,"202,08%",2376,1574,"-33,78%",1672,953,"-43,02%",1005,1599,"59,08%"
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    QUINCAILLERIE,5702,7328,,5702,7328,"28,51%",,1336,,127,509,"300,76%",181,1336,"636,11%",,72,,580,,,1161,289,"-75,12%",296,217,"-26,79%",1547,217,"-85,99%",1484,614,"-58,59%",,825,,325,210,"-35,35%",,1704,
20r4m,LEROY MERLIN - 116,77090,COLLEGIEN,283,,-    AUTRES,197,,,197,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,TOTAL HENKEL,,333779,315108,"-5,59%",333779,315108,"-5,59%",44090,32443,"-26,42%",24155,30235,"25,17%",28476,17904,"-37,12%",17152,21292,"24,14%",27847,23488,"-15,65%",17483,20917,"19,65%",31846,30769,"-3,38%",44097,23290,"-47,18%",20569,25119,"22,12%",26799,38200,"42,54%",28506,25052,"-12,12%",22758,26399,16%
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,TOTAL HENKEL Direct,333779,315108,"-5,59%",333779,315108,"-5,59%",44090,32443,"-26,42%",24155,30235,"25,17%",28476,17904,"-37,12%",17152,21292,"24,14%",27847,23488,"-15,65%",17483,20917,"19,65%",31846,30769,"-3,38%",44097,23290,"-47,18%",20569,25119,"22,12%",26799,38200,"42,54%",28506,25052,"-12,12%",22758,26399,16%
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    PEINTURE,235023,219818,"-6,47%",235023,219818,"-6,47%",29589,17836,"-39,72%",18479,19620,"6,17%",17023,12726,"-25,25%",13040,15130,"16,03%",20694,17508,"-15,40%",11959,13577,"13,53%",21890,23465,"7,19%",39175,18403,"-53,02%",11203,17414,"55,44%",15010,26842,"78,82%",19415,17316,"-10,81%",17547,19983,"13,88%"
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    MENUISERIE,18394,25419,,18394,25419,"38,19%",1984,3962,"99,70%",160,2077,"1202,32%",4177,2191,"-47,56%",77,1728,"2157,39%",1770,641,"-63,77%",,1948,,1905,1131,"-40,60%",81,1147,"1320,80%",2374,1376,"-42,04%",2339,6156,"163,21%",1285,1367,"6,34%",2243,1694,"-24,49%"
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    PLOMBERIE,38917,35226,"-9,48%",38917,35226,"-9,48%",6195,6598,"6,51%",3191,5394,"69,03%",3428,986,"-71,22%",1051,1755,"66,95%",3095,2384,"-22,97%",2664,3419,"28,34%",5799,3093,"-46,67%",564,1247,"121,18%",4905,3964,"-19,18%",3236,2278,"-29,60%",3814,2398,"-37,11%",975,1709,"75,22%"
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    SOL,24678,20185,"-18,21%",24678,20185,"-18,21%",4418,2863,"-35,20%",1374,1344,"-2,18%",2673,1389,"-48,03%",2316,952,"-58,91%",413,1863,"351,11%",2518,1221,"-51,50%",1508,2481,"64,50%",1927,1254,"-34,91%",1373,1589,"15,72%",3211,1593,"-50,39%",1089,1208,"10,86%",1859,2429,"30,67%"
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    DECO,7351,6308,,7351,6308,"-14,19%",567,521,"-8,17%",638,487,"-23,72%",560,280,"-50,03%",466,931,"99,92%",1086,647,"-40,48%",163,319,"95,56%",366,448,"22,54%",846,517,"-38,91%",499,536,"7,39%",1901,672,"-64,63%",259,366,"41,32%",,585,
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    QUINCAILLERIE,4003,5548,,4003,5548,"38,60%",127,866,"582,23%",63,919,"1348,39%",,333,,127,567,"346,88%",185,196,"6,04%",,433,,378,,,1330,300,"-77,44%",,240,,,444,,1658,1248,"-24,73%",134,,
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    BATI,5213,1828,,5213,1828,"-64,93%",1210,-204,,249,394,"58,04%",615,,,75,229,"203,99%",405,250,"-38,28%",179,,,,151,,175,422,"140,86%",216,,,1102,214,"-80,59%",986,372,"-62,28%",,,
20r4x,LEROY MERLIN - 077,77170,BRIE COMTE ROBERT,283,,-    AUTRES,199,777,,199,777,290%,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,777,,,,
20r53,LEROY MERLIN - 016,77185,LOGNES,283,TOTAL HENKEL,,16012,18673,"16,62%",16012,18673,"16,62%",1207,1454,"20,47%",1287,1153,"-10,40%",2096,1201,"-42,72%",892,1754,"96,61%",1222,1825,"49,39%",656,1820,"177,52%",1529,2501,"63,62%",918,1121,"22,18%",1333,650,"-51,20%",1607,2273,"41,42%",2234,994,"-55,50%",1032,1926,"86,70%"
20r53,LEROY MERLIN - 016,77185,LOGNES,283,,TOTAL HENKEL Direct,16012,18673,"16,62%",16012,18673,"16,62%",1207,1454,"20,47%",1287,1153,"-10,40%",2096,1201,"-42,72%",892,1754,"96,61%",1222,1825,"49,39%",656,1820,"177,52%",1529,2501,"63,62%",918,1121,"22,18%",1333,650,"-51,20%",1607,2273,"41,42%",2234,994,"-55,50%",1032,1926,"86,70%"
20r53,LEROY MERLIN - 016,77185,LOGNES,283,,-    PEINTURE,5152,6310,,5152,6310,"22,48%",123,158,"27,99%",,391,,579,215,"-62,86%",414,336,"-18,80%",1049,580,"-44,69%",304,947,"211,87%",764,976,"27,80%",436,140,"-67,84%",323,149,"-53,75%",670,657,-2%,75,451,"498,01%",415,1310,"216,04%"
20r53,LEROY MERLIN - 016,77185,LOGNES,283,,-    MENUISERIE,,474,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,46,,,96,
20r53,LEROY MERLIN - 016,77185,LOGNES,283,,-    PLOMBERIE,1783,1160,,1783,1160,"-34,97%",,278,,,,,,481,,345,,,173,401,"132,27%",173,,,364,,,,,,182,,,182,,,364,,,,,
20r53,LEROY MERLIN - 016,77185,LOGNES,283,,-    BATI,9077,10729,,9077,10729,"18,20%",1084,1019,"-6,02%",1287,763,"-40,75%",1517,505,"-66,74%",133,1417,"967,90%",,844,,180,873,"386,16%",401,1525,"280,60%",481,981,"103,76%",828,501,"-39,47%",755,1285,"70,22%",1794,497,"-72,29%",617,519,"-15,81%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,TOTAL HENKEL,,404110,435468,"7,76%",404110,435468,"7,76%",46998,41933,"-10,78%",29051,39654,"36,50%",36067,43986,"21,96%",17649,21830,"23,69%",62175,32194,"-48,22%",20040,35888,"79,08%",40861,40522,"-0,83%",22926,27686,"20,76%",17971,39881,"121,91%",44138,42603,"-3,48%",39355,34500,"-12,34%",26879,34790,"29,43%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,TOTAL HENKEL Direct,404110,435468,"7,76%",404110,435468,"7,76%",46998,41933,"-10,78%",29051,39654,"36,50%",36067,43986,"21,96%",17649,21830,"23,69%",62175,32194,"-48,22%",20040,35888,"79,08%",40861,40522,"-0,83%",22926,27686,"20,76%",17971,39881,"121,91%",44138,42603,"-3,48%",39355,34500,"-12,34%",26879,34790,"29,43%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    PEINTURE,260940,289293,"10,87%",260940,289293,"10,87%",30800,33060,"7,34%",17036,22704,"33,27%",26960,26604,"-1,32%",10793,9029,"-16,35%",44598,24246,"-45,63%",8694,26287,"202,35%",33628,23430,"-30,32%",11110,19533,"75,82%",11561,32180,"178,36%",27184,24217,"-10,91%",24528,25473,"3,85%",14049,22529,"60,36%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    MENUISERIE,15063,25783,"71,17%",15063,25783,"71,17%",2078,487,"-76,55%",1951,3101,"58,92%",1845,2070,"12,22%",206,2540,"1131,84%",45,982,"2069,63%",573,999,"74,40%",1503,4044,"169,06%",1204,83,"-93,11%",960,1563,"62,88%",79,4045,"5016,39%",945,3429,"263,01%",3674,2439,"-33,61%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    PLOMBERIE,55760,51858,-7%,55760,51858,-7%,7828,2317,"-70,40%",2759,8131,"194,69%",2540,9767,"284,54%",1093,3065,"180,47%",9113,3561,"-60,93%",4528,1661,"-63,32%",2022,7343,"263,19%",6373,2960,"-53,56%",1404,2036,"44,94%",8151,5493,"-32,60%",6474,982,"-84,82%",3475,4542,"30,73%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    SOL,42475,41241,"-2,91%",42475,41241,"-2,91%",4674,3379,"-27,71%",3749,3438,"-8,32%",3831,4521,18%,4213,4249,"0,85%",5112,2435,"-52,37%",5356,4904,"-8,44%",2550,2917,"14,39%",2312,2711,"17,24%",880,2964,"237,01%",2478,3764,"51,90%",5161,3040,"-41,11%",2159,2921,"35,29%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    DECO,13362,12826,"-4,01%",13362,12826,"-4,01%",1246,1193,"-4,27%",866,1028,"18,65%",891,828,"-7,07%",1159,1452,"25,21%",1382,1069,"-22,63%",529,907,"71,33%",777,1131,"45,61%",1617,1697,"4,91%",984,598,"-39,28%",1844,1608,"-12,78%",1386,617,"-55,52%",679,699,"2,88%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    QUINCAILLERIE,7747,9696,,7747,9696,"25,16%",,138,,120,1253,"942,86%",,,,185,1325,"617,41%",1721,,,,980,,185,1657,"797,08%",131,,,124,196,"58,45%",3022,3063,"1,34%",860,,,1399,1085,"-22,42%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    BATI,8764,3618,,8764,3618,"-58,72%",373,1360,"264,37%",2568,,,,197,,,170,,204,-99,,360,151,"-58,11%",197,,,178,702,"294,01%",2059,344,"-83,31%",1381,414,"-70,06%",,182,,1444,197,"-86,35%"
20r4z,LEROY MERLIN - 163,77247,CESSON CEDEX,283,,-    AUTRES,,1155,,,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,378,
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,TOTAL HENKEL,,214969,216314,"0,63%",214969,216314,"0,63%",27523,19595,"-28,81%",13056,13406,"2,68%",15535,18973,"22,13%",11528,15957,"38,43%",27412,23129,"-15,62%",13377,8723,"-34,79%",15427,24357,"57,89%",18352,17980,"-2,03%",14978,18779,"25,38%",22625,21358,"-5,60%",24127,12062,"-50,01%",11029,21995,"99,43%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,TOTAL HENKEL Direct,214969,216314,"0,63%",214969,216314,"0,63%",27523,19595,"-28,81%",13056,13406,"2,68%",15535,18973,"22,13%",11528,15957,"38,43%",27412,23129,"-15,62%",13377,8723,"-34,79%",15427,24357,"57,89%",18352,17980,"-2,03%",14978,18779,"25,38%",22625,21358,"-5,60%",24127,12062,"-50,01%",11029,21995,"99,43%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    PEINTURE,141318,153580,"8,68%",141318,153580,"8,68%",22429,13391,"-40,30%",6331,9306,47%,11611,12352,"6,39%",9653,12355,"27,99%",13934,18100,"29,90%",9031,6653,"-26,33%",9729,14118,"45,11%",11060,11927,"7,84%",12336,15337,"24,32%",13708,16739,"22,11%",14983,8038,"-46,35%",6512,15262,"134,36%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    MENUISERIE,16908,18529,,16908,18529,"9,59%",1772,727,"-58,97%",1280,1337,"4,42%",1913,1450,"-24,19%",,765,,3319,2399,"-27,72%",1081,299,"-72,37%",49,3555,"7176,38%",1749,1563,"-10,65%",166,94,"-43,32%",2743,2027,"-26,11%",1809,1695,"-6,28%",1027,2618,"154,85%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    PLOMBERIE,27312,21921,,27312,21921,"-19,74%",1040,3009,"189,24%",4417,1430,"-67,62%",620,3034,"389,77%",768,731,"-4,91%",7524,1235,"-83,59%",405,1076,"165,39%",3273,3751,"14,61%",2028,3058,"50,78%",-781,613,,2605,1115,"-57,21%",4063,1175,"-71,08%",1349,1694,"25,60%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    SOL,12305,9827,"-20,14%",12305,9827,"-20,14%",918,1435,"56,34%",1028,703,"-31,56%",643,636,-1%,391,680,"74,03%",1759,811,"-53,89%",1752,273,"-84,43%",497,906,"82,32%",472,794,"68,29%",516,1351,"161,68%",2732,757,"-72,31%",845,658,"-22,10%",752,822,"9,28%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    DECO,7215,7060,,7215,7060,"-2,15%",951,1033,"8,59%",,8,,389,966,"148,44%",595,824,"38,32%",327,431,"31,94%",194,108,"-44,49%",692,802,"15,96%",1227,297,"-75,82%",626,1054,"68,20%",555,358,"-35,55%",1149,287,"-74,99%",508,893,"75,60%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    QUINCAILLERIE,4178,1715,,4178,1715,"-58,94%",127,,,,,,,,,120,,,184,,,913,,,525,742,"41,35%",1644,,,,131,,,138,,,,,665,706,"6,06%"
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    BATI,5585,3637,,5585,3637,"-34,87%",286,,,,621,,359,533,"48,48%",,557,,216,154,"-28,90%",,315,,663,483,"-27,17%",172,340,"98,04%",2114,200,"-90,53%",282,226,"-20,14%",1277,208,"-83,75%",215,,
20r51,LEROY MERLIN - 185,77124,CHAUCONIN NEUFMONTIER,536,,-    AUTRES,149,46,,149,46,"-69,08%",,,,,,,,,,,46,,149,,,,,,,,,,,,,,,,,,,,,,,
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,TOTAL HENKEL,,486043,469626,"-3,38%",486043,469626,"-3,38%",46831,52047,"11,14%",50205,36005,"-28,28%",26559,36926,"39,04%",32563,46289,"42,15%",33210,33266,"0,17%",31121,30966,"-0,50%",54310,24952,"-54,06%",51655,36156,-30%,32517,38304,"17,80%",54798,47560,"-13,21%",42602,40839,"-4,14%",29673,46314,"56,08%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,TOTAL HENKEL Direct,486043,469626,"-3,38%",486043,469626,"-3,38%",46831,52047,"11,14%",50205,36005,"-28,28%",26559,36926,"39,04%",32563,46289,"42,15%",33210,33266,"0,17%",31121,30966,"-0,50%",54310,24952,"-54,06%",51655,36156,-30%,32517,38304,"17,80%",54798,47560,"-13,21%",42602,40839,"-4,14%",29673,46314,"56,08%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,-    PEINTURE,324003,318084,"-1,83%",324003,318084,"-1,83%",32616,31788,"-2,54%",35994,23414,"-34,95%",16580,24087,"45,28%",22813,30462,"33,53%",24679,26744,"8,37%",16754,24467,"46,04%",34952,14519,"-58,46%",31790,24084,"-24,24%",25772,24925,"-3,29%",40752,33537,"-17,71%",28812,24034,"-16,58%",12488,36024,"188,46%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,-    MENUISERIE,36037,36108,"0,20%",36037,36108,"0,20%",3687,5842,"58,42%",3093,1996,"-35,49%",2921,3373,"15,48%",2121,4599,"116,82%",1133,2071,"82,85%",1719,1504,"-12,51%",4056,1138,"-71,95%",6301,786,"-87,52%",3013,3696,"22,64%",241,2181,"803,26%",3541,5120,"44,59%",4210,3804,"-9,65%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,-    PLOMBERIE,60695,58904,"-2,95%",60695,58904,"-2,95%",4401,9373,"113,01%",4846,6268,"29,33%",4152,5000,"20,43%",2861,6521,"127,94%",4681,1463,"-68,74%",4194,3130,"-25,36%",8657,3856,"-55,45%",8515,6106,"-28,29%",692,4774,"590,30%",8832,6699,"-24,15%",4281,4376,"2,20%",4584,1337,"-70,82%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,-    SOL,34282,26075,"-23,94%",34282,26075,"-23,94%",2478,1751,"-29,32%",4842,1510,"-68,81%",1966,1543,"-21,50%",3669,2192,"-40,26%",729,1476,"102,56%",4871,723,"-85,16%",1048,2291,"118,62%",2895,2890,"-0,18%",1012,2927,"189,13%",2336,1822,-22%,3168,3613,"14,02%",5268,3338,"-36,64%"
20rkk,LEROY MERLIN - 022,94380,BONNEUIL,283,,-    DECO,14988,13960,"-6,86%",14988,13960,"-6,86%",1424,1618,"13,68%",982,1100,"12,01%",1044,1324,"26,83%",733,1440,"96,59%",1557,1362,"-12,55%",1256,745,"-40,71%",1293,1397,"8,05%",1513,913,"-39,64%",1240,1001,"-19,29%",2034,2076,"2,05%",1121,582,"-48,06%",791,402,"-49,19%"
