ANNEE,CODE DU POINT DE VENTE,Code IDH,RAISON SOCIALE,CODE POSTAL,VILLE,CODE Chef de secteur,RAYON,NATURE,TYPE ACCORD,"STATUT
ACCORD",MODALITÉS,PAIEMENT,PÉRIODE,"BUDGET
ACCORD
HT €"
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  840,00 € "
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  840,00 € "
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Plomberie,Permanent,CROSS MKT ALIMENTATION,,,,,"  200,00 € "
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,CROSS MKT MASTICS ACRYLIQUE & SDB,,,,,"  840,00 € "
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Plomberie,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  840,00 € "
2022,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,CROSS MKT ALIMENTATION,,,,,"  200,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Promo,Cross,Signé,Valeur Fixe,PP,Trimestre 1,"  3 000,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Promo,Cross,Signé,Valeur Fixe,PP,Ponctuelle,"  8 500,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  1 800,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  10 000,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  10 000,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  2 750,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  2 750,00 € "
2023,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Semestre 2,"  10 000,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Promo,TG CAISSE COLLES,,,,,"  21 750,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Plomberie,Promo,PODIUM SILICONE,,,,,"  2 750,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Plomberie,Permanent,PODIUM SILICONE,,,,,"  2 750,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  14 750,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  7 000,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,PODIUM SILOICONE TRANSPARENT & BLANC CARTOUCHE,,,,,"  1 500,00 € "
2022,20rhf,107243,LEROY MERLIN - 045,91300,MASSY,524,Peinture,Permanent,TG CAISSE COLLES,,,,,"  2 000,00 € "
2023,20nvr,107247,LEROY MERLIN - 049,33693,MERIGNAC,414,Peinture,Promo,TG/Podium,Signé,,PP,Ponctuelle,"  1 500,00 € "
2023,20nvr,107247,LEROY MERLIN - 049,33693,MERIGNAC,414,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  4 000,00 € "
2022,20nvr,107247,LEROY MERLIN - 049,33693,MERIGNAC,414,Peinture,Promo,TG COLLES,,,,,"  1 562,00 € "
2022,20nvr,107247,LEROY MERLIN - 049,33693,MERIGNAC,414,Peinture,Permanent,CROSS MKT COLLES,,,,,"  4 000,00 € "
2023,20ppx,107208,LEROY MERLIN - 003,62155,MERLIMONT,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  1 185,00 € "
2023,20ppx,107208,LEROY MERLIN - 003,62155,MERLIMONT,521,Peinture,Promo,,Signé,Valeur Fixe,PP,,"  1 820,00 € "
2022,20ppx,107208,LEROY MERLIN - 003,62155,MERLIMONT,521,Peinture,Promo,CROSS MKT COLLES,,,,,"  1 142,00 € "
2022,20ppx,107208,LEROY MERLIN - 003,62155,MERLIMONT,521,Peinture,Promo,CROSS MKT COLLES,,,,,"  800,00 € "
2022,20pjc,737401,LEROY MERLIN,57070,Metz,325,Peinture,Promo,CROSS MKT COLLES MASTICS MOUSSES,,,,,"  2 800,00 € "
2023,20n96,107255,LEROY MERLIN - 060,14120,MONDEVILLE,478,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Trimestre 3,"  898,56 € "
2022,20n96,107255,LEROY MERLIN - 060,14120,MONDEVILLE,478,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  148,00 € "
2022,20n96,107255,LEROY MERLIN - 060,14120,MONDEVILLE,478,Peinture,Promo,TG RUBSON,,,,,"  350,00 € "
2023,20r98,2393581,LEROY MERLIN - 189,82000,MONTAUBAN,412,Peinture,Permanent,TG/Podium,Engagé,Valeur Fixe,PP,Année complète,"  700,00 € "
2022,20r98,2393581,LEROY MERLIN - 189,82000,MONTAUBAN,412,Peinture,Permanent,TG CAISSE COLLES,,,,,"  1 920,00 € "
2022,20r98,2393581,LEROY MERLIN - 189,82000,MONTAUBAN,412,Peinture,Permanent,TG RUBSON MOUSSE,,,,,"  470,00 € "
2022,20r98,2393581,LEROY MERLIN - 189,82000,MONTAUBAN,412,Peinture,Permanent,CROSS MKT COLLES & MASTICS,,,,,"  900,00 € "
2023,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 525,00 € "
2023,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 525,00 € "
2023,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 525,00 € "
2023,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 525,00 € "
2023,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  5 000,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  6 125,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  6 125,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  6 125,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,PODIUM ALIMENTATION,,,,,"  5 000,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Plomberie,Promo,TG ISOL & ETANCH,,,,,"  6 125,00 € "
2022,20rkz,107217,LEROY MERLIN - 013,95370,MONTIGNY LES CORMEILLES,292,Peinture,Permanent,TG ISOLATION & ETANCHEITE,,,,,"  1 600,00 € "
2023,20r3a,2195948,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Trimestre 4,"  600,00 € "
2023,20r3a,2195948,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,Menuiserie,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  600,00 € "
2022,20rm0,107214,LEROY MERLIN,95560,Montsoult,292,Peinture,Permanent,TG COLLES & MASTICS,,,,,"  2 156,00 € "
2022,20rm0,107214,LEROY MERLIN,95560,Montsoult,292,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  1 500,00 € "
2022,20rm0,107214,LEROY MERLIN,95560,Montsoult,292,Peinture,Permanent,RG ETANCHETIE ABHU & MOUSSES,,,,,"  2 166,00 € "
2022,20rm0,107214,LEROY MERLIN,95560,Montsoult,292,Peinture,Permanent,TG COLLES & MASTICS,,,,,"  2 166,00 € "
2023,20pwz,1142795,LEROY MERLIN - 157,68790,MORSCHWILLER LE BAS,523,Peinture,Promo,Promotion,Signé,Valeur Fixe,PP,,"  1 750,00 € "
2023,20pwz,1142795,LEROY MERLIN - 157,68790,MORSCHWILLER LE BAS,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 600,00 € "
2022,20pwz,1142795,LEROY MERLIN - 157,68790,MORSCHWILLER LE BAS,523,Peinture,Permanent,CROSS MKT MASTIC COLLE,,,,,"  4 200,00 € "
2023,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  1 200,00 € "
2023,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,Année complète,"  700,00 € "
2023,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  1 500,00 € "
2023,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Menuiserie,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  700,00 € "
2022,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,TG COLLES,,,,,"  294,00 € "
2022,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,CROSS MKT COLLES,,,,,"  600,00 € "
2022,20pzs,107228,LEROY MERLIN - 028,72230,MULSANNE,497,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  1 500,00 € "
2023,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  1 600,00 € "
2023,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  900,00 € "
2023,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Plomberie,Permanent,Cross,Signé,Valeur Fixe,PP,,"  700,00 € "
2022,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  1 200,00 € "
2022,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Plomberie,Permanent,CROSS MKT SILICONES,,,,,"  650,00 € "
2022,20uj6,2699666,LEROY MERLIN - 197,67450,MUNDOLSHEIM,523,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  1 100,00 € "
2022,20rjk,2182872,LEROY MERLIN,92000,Nanterre,311,Peinture,Permanent,CROSS MKT COLLES,,,,,"  4 000,00 € "
2022,20rjk,2182872,LEROY MERLIN,92000,Nanterre,311,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 500,00 € "
2023,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 080,00 € "
2023,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Menuiserie,Permanent,,Signé,Valeur Fixe,PP,Ponctuelle,"  400,00 € "
2023,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Plomberie,Permanent,Cross,Signé,Valeur Fixe,PP,,"  600,00 € "
2023,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Plomberie,Permanent,Cross,Signé,Valeur Fixe,PP,,"  600,00 € "
2023,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  2 275,00 € "
2022,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Menuiserie,Permanent,TG COLLES NCNV/SILICONES,,,,,"  1 778,00 € "
2022,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Plomberie,Permanent,CROSS MKT ISOLATION & ETANCHEITE,,,,,"  1 400,00 € "
2022,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Plomberie,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  875,00 € "
2022,59n92,2599122,LEROY MERLIN - 084,59960,NEUVILLE EN FERRAIN,499,Peinture,Permanent,CROSS MKT ISOLATION & ETANCHEITE,,,,,"  1 183,00 € "
2023,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  8 000,00 € "
2023,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2023,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2023,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,TG/Podium,Engagé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2022,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,CROSS MKT COLLES,,,,,"  3 000,00 € "
2022,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,TG COLLES,,,,,"  3 000,00 € "
2022,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,TG CAISSE COLLES,,,,,"  4 000,00 € "
2022,20n3x,134119,LEROY MERLIN - 006,06200,NICE,380,Peinture,Permanent,TG CAISSE COLLES,,,,,"  4 000,00 € "
2023,20nsx,210717,LEROY MERLIN - 080,30942,NIMES,441,Peinture,Permanent,,Engagé,Valeur Fixe,PP,Année complète,"  8 550,00 € "
2022,20nsx,210717,LEROY MERLIN - 080,30942,NIMES,441,Peinture,Permanent,TG COLLES,,,,,"  4 500,00 € "
2022,20nsx,210717,LEROY MERLIN - 080,30942,NIMES,441,Peinture,Permanent,TG COLLES,,,,,"  5 050,00 € "
2023,79n42,2599120,LEROY MERLIN - 081,79000,NIORT,415,Peinture,Promo,TG/Podium,Engagé,Valeur Fixe,PP,Ponctuelle,"  708,16 € "
2023,79n42,2599120,LEROY MERLIN - 081,79000,NIORT,415,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  2 000,00 € "
2022,79n42,2599120,LEROY MERLIN - 081,79000,NIORT,415,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  2 000,00 € "
2023,20rm2,134122,LEROY MERLIN - 023,95520,OSNY,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  4 000,00 € "
2023,20rm2,134122,LEROY MERLIN - 023,95520,OSNY,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  4 000,00 € "
2022,20rm2,134122,LEROY MERLIN - 023,95520,OSNY,292,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  8 000,00 € "
2023,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Promo,Promotion,Signé,Valeur Fixe,PP,,"  2 800,00 € "
2023,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  2 600,00 € "
2023,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Plomberie,Promo,Promotion,Signé,Valeur Fixe,PP,,"  600,00 € "
2022,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Promo,PODIUM ISOL & ETANCH,,,,,"  2 200,00 € "
2022,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  1 200,00 € "
2022,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Promo,CROSS MKT SILICONE,,,,,"  600,00 € "
2022,20pvp,2477798,LEROY MERLIN - 199,67540,OSTWALD,523,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  1 250,00 € "
2023,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  2 500,00 € "
2023,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Semestre 1,"  10 000,00 € "
2023,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  1 500,00 € "
2023,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Trimestre 3,"  7 493,00 € "
2023,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Permanent,,Signé,Valeur Fixe,PP,Trimestre 4,"  7 493,00 € "
2022,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,TG CAISSE ISOL & ETANCH,,,,,"  29 975,00 € "
2022,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,TG CAISSE COLLES,,,,,"  3 000,00 € "
2022,20r2v,388522,LEROY MERLIN - 055,75003,PARIS,285,Peinture,Promo,TG ALIMENTATION,,,,,"  2 500,00 € "
2023,20r2b,2223568,LEROY MERLIN - 182,75012,PARIS,285,Peinture,Promo,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2023,20r2b,2223568,LEROY MERLIN - 182,75012,PARIS,285,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  450,00 € "
2023,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  2 000,00 € "
2023,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Plomberie,Promo,Cross,Signé,Valeur Fixe,PP,Année complète,"  600,00 € "
2023,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  2 000,00 € "
2022,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Peinture,Promo,TG ALIMENTATION,,,,,"  400,00 € "
2022,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Peinture,Permanent,CROSS MKT COLLES,,,,,"  200,00 € "
2022,20r32,2420725,LEROY MERLIN - 190,75019,PARIS,285,Peinture,Permanent,CROSS MKT COLLES,,,,,"  4 000,00 € "
2023,20r34,2536236,LEROY MERLIN - 196,75008,PARIS,285,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Semestre 2,"  642,00 € "
2023,20r34,2536236,LEROY MERLIN - 196,75008,PARIS,285,Peinture,Promo,,Signé,Valeur Fixe,PP,Semestre 2,"  1 085,00 € "
2022,20r34,2536236,LEROY MERLIN - 196,75008,PARIS,285,Peinture,Promo,CROSS MKT PEINTURE EXTERIEURE,,,,,"  1 085,00 € "
2022,20r34,2536236,LEROY MERLIN - 196,75008,PARIS,285,Peinture,Promo,PODIUM ISOLATION,,,,,"  642,00 € "
2023,20puw,1594192,LEROY MERLIN - 171,66025,PERPIGNAN,315,Menuiserie,Promo,Cross,Engagé,Valeur Fixe,PP,Année complète,"  250,00 € "
2023,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  200,00 € "
2023,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  200,00 € "
2023,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2023,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  200,00 € "
2023,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Peinture,Promo,,Signé,Valeur Fixe,PP,Semestre 1,"  1 300,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,TG CAISSE COLLES,,,,,"  1 500,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,TG CAISSE COLLES,,,,,"  1 500,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Plomberie,Permanent,TG CAISSE COLLES,,,,,"  1 500,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Menuiserie,Permanent,TG SILICONE & MOUSSE EXPANSIVE,,,,,"  500,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Peinture,Promo,TG CAISSE COLLES,,,,,"  500,00 € "
2022,20nyy,2115675,LEROY MERLIN - 178,35730,PLEURTUIT,478,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  500,00 € "
2023,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  200,00 € "
2023,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  200,00 € "
2023,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  360,00 € "
2023,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  360,00 € "
2023,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  360,00 € "
2022,83n25,2560437,LEROY MERLIN - 192,83480,PUGET SUR ARGENS,380,Peinture,Permanent,PODIUM RUBSON ABHU,,,,,"  150,00 € "
2023,20nbj,706684,LEROY MERLIN - 139,17138,PUILBOREAU,415,Peinture,Promo,,Engagé,Valeur Fixe,PP,Ponctuelle,"  1 508,00 € "
2022,20nbj,706684,LEROY MERLIN - 139,17138,PUILBOREAU,415,Peinture,Permanent,CROSS MKT COLLES NCNV & SG3,,,,,"  2 000,00 € "
2022,20nbj,706684,LEROY MERLIN - 139,17138,PUILBOREAU,415,Peinture,Permanent,CROSS MKT COLLES NCNV,,,,,"  2 000,00 € "
2023,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  2 014,00 € "
2023,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 000,00 € "
2023,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 000,00 € "
2023,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  2 000,00 € "
2023,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  2 000,00 € "
2022,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Promo,PODIUM COLLES,,,,,"  3 000,00 € "
2022,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,TG CAISSE COLLES,,,,,"  1 200,00 € "
2022,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,TG CAISSE COLLES,,,,,"  1 200,00 € "
2022,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,CROSS MKT COLLES MASTICS,,,,,"  3 000,00 € "
2022,20nh3,107221,LEROY MERLIN - 018,21800,QUETIGNY,376,Peinture,Permanent,CROSS MKT COLLES MASTICS,,,,,"  3 000,00 € "
2023,20phh,107227,LEROY MERLIN - 027,56530,QUEVEN,443,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  3 500,00 € "
2023,20phh,107227,LEROY MERLIN - 027,56530,QUEVEN,443,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 1,"  3 500,00 € "
2023,20phh,107227,LEROY MERLIN - 027,56530,QUEVEN,443,Menuiserie,Permanent,Cross,Annulé,Valeur Fixe,PP,Année complète,
2022,20phh,107227,LEROY MERLIN - 027,56530,QUEVEN,443,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  6 500,00 € "
2023,20nrr,2245679,LEROY MERLIN - 181,29000,QUIMPER,443,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  2 000,00 € "
2023,20nrr,2245679,LEROY MERLIN - 181,29000,QUIMPER,443,Menuiserie,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  350,00 € "
2022,20nrr,2245679,LEROY MERLIN - 181,29000,QUIMPER,443,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 800,00 € "
2023,20pct,759644,LEROY MERLIN - 144,51060,REIMS,536,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  1 600,00 € "
2022,20pct,759644,LEROY MERLIN - 144,51060,REIMS,536,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 500,00 € "
2023,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Semestre 1,"  6 500,00 € "
2023,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Menuiserie,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  700,00 € "
2023,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  6 500,00 € "
2022,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Peinture,Permanent,PODIUM COLLES MASTICS,,,,,"  6 500,00 € "
2022,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Peinture,Permanent,PODIUM COLLES MASTICS,,,,,"  6 500,00 € "
2022,20p5p,107250,LEROY MERLIN - 053,44406,REZE,444,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  1 350,00 € "
2023,20ntn,1073461,LEROY MERLIN - 150,31120,ROQUES,315,Peinture,Promo,Cross,Engagé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2022,20ntn,1073461,LEROY MERLIN - 150,31120,ROQUES,315,Peinture,Promo,CROSS MKT COLLES,,,,,"  1 000,00 € "
2022,20ntn,1073461,LEROY MERLIN - 150,31120,ROQUES,315,Peinture,Promo,TG ALIMENTATION,,,,,"  1 060,00 € "
